simulation,2025,2026,2027,2028,2029
4373,1,0,0,0,26
4374,24,6,0,141,87
4375,0,0,0,19,14
4376,0,41,2,21,6
4377,2,0,15,0,19
4378,0,2,254,2,0
4379,17,6,25,1,4
4380,0,0,0,43,1
4381,1,3,0,87,0
4382,0,0,1,2,4
4383,0,0,55,0,7
4384,0,0,0,9,0
4385,0,0,0,35,4
4386,11,0,0,0,0
4387,0,42,15,0,8
4388,0,0,0,21,0
4389,26,1,0,0,6
4390,16,3,0,0,0
4391,0,0,2,41,0
4392,0,0,2,1,2
4393,7,0,0,0,0
4394,0,0,0,0,0
4395,10,0,13,10,0
4396,0,17,21,1,0
4397,7,3,0,2,0
4398,42,0,10,0,1
4399,2,18,4,65,0
4400,7,19,0,0,5
4401,25,0,0,10,13
4402,0,2,3,0,6
4403,2,49,188,0,1
4404,11,1,7,0,19
4405,0,84,10,1,0
4406,0,0,1,0,2
4407,8,0,0,12,0
4408,13,0,0,0,0
4409,0,5,13,0,0
4410,17,0,0,1,40
4411,6,0,0,0,3
4412,18,35,0,2,7
4413,10,26,2,1,0
4414,0,0,0,0,6
4415,0,6,0,0,63
4416,2,14,0,0,0
4417,10,1,0,0,23
4418,2,6,1,0,0
4419,0,0,0,55,0
4420,0,0,5,100,0
4421,0,0,2,0,1
4422,6,2,2,0,0
4423,0,34,0,34,1
4424,0,0,0,1,0
4425,7,6,6,16,34
4426,30,0,0,1,26
4427,1,0,0,5,6
4428,203,0,65,0,0
4429,0,0,0,0,0
4430,0,0,16,49,16
4431,2,0,0,3,0
4432,0,0,0,9,0
4433,0,15,0,0,0
4434,2,0,0,0,0
4435,0,1,0,0,6
4436,1,0,4,0,0
4437,0,0,2,0,0
4438,4,0,23,15,50
4439,0,0,0,6,0
4440,24,0,3,0,0
4441,0,0,0,0,0
4442,0,0,0,3,0
4443,14,0,102,36,29
4444,0,0,0,0,0
4445,23,0,0,8,27
4446,0,0,0,0,0
4447,2,8,3,2,10
4448,0,1,10,4,1
4449,24,0,0,0,0
4450,26,0,0,2,10
4451,42,0,0,0,10
4452,1,2,33,0,0
4453,18,0,0,2,6
4454,1,1,5,1,0
4455,3,8,2,27,0
4456,0,23,1,2,0
4457,2,0,0,3,0
4458,2,17,1,11,37
4459,12,0,1,0,0
4460,5,16,0,21,2
4461,0,12,2,0,0
4462,0,0,21,0,0
4463,0,0,0,8,6
4464,0,15,0,0,9
4465,0,0,11,18,3
4466,16,0,0,0,0
4467,6,0,0,2,98
4468,27,26,31,2,0
4469,0,2,0,0,11
4470,72,0,0,0,0
4471,0,0,14,36,0
4472,1,0,0,0,0
4473,3,39,3,0,0
4474,0,1,0,0,3
4475,0,0,0,5,2
4476,64,11,0,2,0
4477,0,0,7,21,0
4478,3,0,1,0,8
4479,5,1,6,1,13
4480,2,0,0,0,0
4481,0,67,2,0,0
4482,0,0,1,0,20
4483,1,0,0,4,9
4484,0,1,0,0,36
4485,0,19,0,0,0
4486,5,3,5,0,5
4487,1,3,0,0,0
4488,2,33,6,0,0
4489,0,0,0,0,5
4490,4,4,0,5,0
4491,7,1,72,2,0
4492,0,2,1,14,0
4493,1,0,0,0,9
4494,1,0,5,0,7
4495,0,29,0,4,0
4496,0,44,1,7,0
4497,4,0,0,15,0
4498,2,1,0,10,0
4499,9,0,1,0,7
4500,0,21,0,25,0
4501,0,3,0,2,0
4502,20,2,1,0,0
4503,53,0,0,0,7
4504,0,5,0,0,38
4505,0,0,17,0,0
4506,0,13,0,0,5
4507,0,0,0,0,0
4508,0,0,1,6,1
4509,0,0,0,1,0
4510,3,23,0,5,0
4511,0,4,19,0,0
4512,0,0,0,0,2
4513,1,17,0,4,11
4514,45,5,11,0,0
4515,1,0,0,0,0
4516,6,0,4,0,4
4517,17,6,5,0,23
4518,0,0,0,0,0
4519,1,0,0,38,0
4520,0,0,8,1,0
4521,0,0,0,193,1
4522,0,0,0,0,14
4523,0,0,1,0,0
4524,0,5,0,7,0
4525,1,14,0,0,0
4526,29,0,4,0,0
4527,11,0,3,0,0
4528,12,0,2,0,0
4529,25,0,0,0,0
4530,0,2,70,0,0
4531,0,25,0,0,0
4532,0,0,0,0,0
4533,5,0,4,1,15
4534,1,0,5,0,9
4535,42,2,0,0,1
4536,0,22,0,0,21
4537,0,4,8,0,0
4538,59,0,43,18,6
4539,0,0,0,0,0
4540,0,2,0,0,46
4541,0,17,8,1,2
4542,0,0,1,0,0
4543,0,0,0,0,5
4544,0,0,0,0,0
4545,1,1,0,6,1
4546,6,1,0,0,0
4547,0,0,0,0,0
4548,0,1,0,62,0
4549,0,0,0,4,0
4550,2,5,0,3,3
4551,2,0,0,0,1
4552,1,0,1,18,0
4553,0,0,18,0,16
4554,0,3,5,132,6
4555,0,0,0,4,0
4556,0,0,7,5,0
4557,6,3,24,1,0
4558,0,0,0,0,0
4559,7,0,0,3,3
4560,1,0,29,1,0
4561,12,6,10,0,27
4562,1,0,0,0,0
4563,0,1,2,3,0
4564,0,35,0,0,3
4565,0,0,0,0,1
4566,0,0,105,0,0
4567,0,0,1,0,1
4568,0,0,0,0,11
4569,8,0,78,0,16
4570,4,0,8,0,6
4571,0,0,0,0,17
4572,0,4,0,4,0
4573,0,16,0,7,16
4574,4,2,5,1,0
4575,2,1,1,0,0
4576,0,3,4,26,0
4577,0,0,0,7,7
4578,0,2,4,2,69
4579,0,0,0,11,0
4580,3,0,0,0,6
4581,7,125,0,0,0
4582,2,1,0,0,1
4583,0,0,0,0,0
4584,24,0,0,15,0
4585,9,10,0,8,0
4586,5,15,0,43,0
4587,3,0,0,0,0
4588,0,0,0,35,0
4589,0,18,0,0,0
4590,6,0,0,0,0
4591,1,0,3,4,0
4592,52,0,0,5,57
4593,54,0,4,155,2
4594,6,0,9,0,0
4595,5,0,0,0,17
4596,0,0,0,0,12
4597,1,0,0,2,9
4598,0,4,0,0,0
4599,0,8,0,11,0
4600,0,85,19,0,0
4601,16,2,0,14,10
4602,1,0,0,20,0
4603,15,0,0,0,1
4604,6,2,30,0,15
4605,0,0,0,0,53
4606,0,0,22,0,48
4607,7,0,1,5,0
4608,0,0,2,3,0
4609,0,4,0,0,2
4610,7,11,9,0,1
4611,6,0,0,2,0
4612,5,2,1,32,0
4613,0,7,18,1,0
4614,35,0,9,8,6
4615,0,5,5,0,0
4616,0,0,0,2,8
4617,9,1,0,1,0
4618,1,5,0,63,0
4619,15,6,3,0,7
4620,0,0,31,29,3
4621,0,0,0,0,6
4622,0,1,2,0,6
4623,7,0,0,1,3
4624,0,1,3,0,0
4625,0,0,0,0,1
4626,1,8,8,2,22
4627,0,0,1,12,0
4628,0,2,0,0,0
4629,1,1,0,9,0
4630,0,0,0,1,0
4631,0,4,0,0,7
4632,5,1,5,4,33
4633,0,0,0,0,1
4634,0,0,11,0,0
4635,0,5,1,0,0
4636,7,41,0,0,0
4637,13,0,2,1,7
4638,4,0,0,11,15
4639,0,5,0,0,0
4640,0,0,0,0,2
4641,0,10,17,0,2
4642,0,1,1,33,0
4643,2,0,0,0,157
4644,0,34,5,3,0
4645,20,0,4,36,0
4646,5,65,33,9,5
4647,0,7,0,8,15
4648,0,0,0,36,0
4649,7,1,0,0,0
4650,0,0,0,0,0
4651,30,4,30,0,7
4652,0,0,0,0,0
4653,2,0,0,5,0
4654,14,4,0,0,6
4655,0,0,10,0,2
4656,0,1,0,0,21
4657,8,1,6,0,0
4658,8,4,0,0,0
4659,2,7,0,3,0
4660,0,2,3,0,5
4661,15,0,0,0,10
4662,2,0,0,2,3
4663,0,0,88,1,7
4664,0,0,0,1,0
4665,0,0,0,0,4
4666,0,21,0,0,5
4667,23,1,3,0,0
4668,0,0,0,11,0
4669,0,2,3,9,0
4670,0,31,2,0,4
4671,0,11,0,0,0
4672,0,0,0,3,0
4673,0,3,0,2,3
4674,0,1,6,0,204
4675,4,0,9,29,4
4676,0,3,0,0,0
4677,4,0,83,35,27
4678,0,10,0,0,0
4679,0,0,0,1,0
4680,78,0,1,2,0
4681,0,0,0,9,0
4682,0,0,0,0,130
4683,4,16,32,0,5
4684,0,0,0,0,0
4685,0,0,0,0,0
4686,0,1,5,0,0
4687,10,1,8,0,8
4688,4,9,0,1,0
4689,0,11,2,0,1
4690,0,4,1,19,6
4691,21,0,1,0,18
4692,1,0,46,3,6
4693,0,0,9,0,0
4694,7,6,0,0,0
4695,1,5,0,9,1
4696,0,1,0,2,49
4697,0,0,3,0,0
4698,0,0,0,0,0
4699,0,1,0,0,0
4700,0,4,0,0,0
4701,8,0,1,2,0
4702,0,0,1,4,0
4703,2,0,0,0,0
4704,0,38,0,0,1
4705,0,0,0,0,13
4706,1,0,1,0,0
4707,23,0,2,0,33
4708,22,0,0,2,0
4709,0,0,4,0,16
4710,0,0,25,0,0
4711,0,7,30,0,0
4712,17,18,49,12,0
4713,0,1,0,1,33
4714,0,0,81,1,0
4715,0,0,20,30,0
4716,1,0,0,0,0
4717,0,3,2,5,3
4718,48,0,0,1,0
4719,30,0,0,14,10
4720,0,0,2,0,2
4721,0,40,51,4,15
4722,0,7,0,0,114
4723,9,0,1,0,0
4724,0,0,0,0,0
4725,12,64,21,0,2
4726,0,0,0,0,42
4727,0,0,50,2,0
4728,19,1,0,0,3
4729,0,4,0,0,0
4730,21,0,0,0,0
4731,0,0,0,0,8
4732,0,33,2,0,1
4733,0,0,1,0,0
4734,0,45,1,7,0
4735,1,1,8,1,1
4736,0,5,29,0,23
4737,1,5,0,1,123
4738,2,48,8,0,0
4739,2,8,14,2,1
4740,0,0,14,2,0
4741,0,0,0,0,7
4742,6,0,30,0,0
4743,0,0,6,0,3
4744,0,0,14,17,0
4745,33,0,18,7,0
4746,0,0,3,0,26
4747,0,0,6,0,0
4748,6,0,4,1,0
4749,16,0,6,0,0
4750,0,0,0,2,0
4751,2,1,0,7,0
4752,0,0,0,9,0
4753,3,0,22,0,10
4754,5,0,7,0,4
4755,0,1,0,0,4
4756,17,0,0,0,3
4757,0,0,4,3,21
4758,0,0,30,14,1
4759,0,48,0,0,12
4760,1,9,0,0,3
4761,0,0,0,0,0
4762,18,1,11,103,0
4763,7,0,3,12,0
4764,1,0,13,0,4
4765,1,0,0,0,33
4766,0,47,1,0,207
4767,0,0,4,0,0
4768,0,0,14,0,0
4769,0,0,0,2,4
4770,2,0,1,0,0
4771,7,0,36,87,2
4772,0,3,0,1,22
4773,6,1,1,10,0
4774,1,6,0,0,14
4775,1,5,0,0,0
4776,0,0,0,8,1
4777,0,137,1,2,0
4778,0,0,19,0,0
4779,2,2,0,0,15
4780,18,32,31,0,4
4781,0,0,1,3,0
4782,0,2,7,169,64
4783,2,16,0,0,0
4784,0,0,0,0,0
4785,12,0,0,0,5
4786,0,0,15,0,1
4787,0,0,3,0,0
4788,9,0,0,0,8
4789,8,0,0,0,4
4790,0,0,0,3,0
4791,0,1,0,0,0
4792,0,11,3,1,0
4793,10,1,0,0,0
4794,0,0,0,0,0
4795,12,13,0,0,0
4796,0,0,2,14,0
4797,0,0,117,0,35
4798,8,46,8,0,38
4799,0,0,0,0,0
4800,5,3,0,8,0
4801,0,0,1,0,0
4802,123,0,7,16,1
4803,6,11,0,0,8
4804,7,10,5,0,93
4805,7,0,1,0,0
4806,0,0,0,4,0
4807,14,0,27,0,0
4808,0,2,100,0,26
4809,0,0,0,3,1
4810,0,0,0,0,0
4811,4,4,0,8,0
4812,0,0,0,0,5
4813,0,0,5,0,1
4814,0,11,0,0,3
4815,2,0,0,0,68
4816,67,0,0,0,0
4817,8,3,5,26,1
4818,0,0,13,2,0
4819,1,0,13,34,0
4820,9,0,0,31,24
4821,34,2,0,0,0
4822,0,0,0,75,2
4823,30,1,0,1,1
4824,0,0,0,0,6
4825,0,0,0,0,0
4826,0,1,0,0,2
4827,0,1,2,0,11
4828,35,0,3,0,37
4829,0,57,1,0,0
4830,10,0,3,0,0
4831,2,0,0,0,9
4832,0,2,4,0,0
4833,32,0,13,0,0
4834,4,0,1,0,6
4835,3,0,0,0,1
4836,0,5,0,4,0
4837,0,0,4,27,0
4838,0,1,0,0,0
4839,46,0,0,4,0
4840,5,0,0,2,0
4841,7,0,8,0,0
4842,0,0,0,0,5
4843,71,0,0,4,0
4844,0,0,0,0,0
4845,0,0,2,0,2
4846,0,0,2,0,51
4847,0,0,0,0,9
4848,0,0,6,0,2
4849,0,0,0,2,0
4850,29,1,0,0,0
4851,0,0,0,3,0
4852,1,0,0,0,1
4853,0,92,0,100,0
4854,0,0,0,0,1
4855,2,0,0,27,0
4856,8,16,0,1,0
4857,0,0,0,0,0
4858,0,0,0,0,0
4859,0,0,0,4,0
4860,0,12,4,11,23
4861,0,0,0,2,1
4862,2,33,0,3,4
4863,0,1,0,0,9
4864,8,0,1,0,0
4865,16,0,34,0,1
4866,9,12,0,0,0
4867,1,0,0,0,5
4868,0,0,2,0,0
4869,0,0,0,0,1
4870,0,0,8,0,0
4871,0,0,6,3,1
4872,6,0,1,1,5
4873,0,0,0,2,3
4874,0,0,3,0,0
4875,6,0,1,1,0
4876,0,0,6,0,14
4877,0,0,11,0,0
4878,1,1,8,0,0
4879,0,0,32,151,0
4880,0,1,0,1,0
4881,3,0,1,0,0
4882,0,3,31,0,7
4883,7,2,0,3,0
4884,2,2,3,0,0
4885,24,10,0,0,0
4886,0,0,1,3,0
4887,0,0,3,12,0
4888,3,1,0,0,0
4889,3,0,0,0,0
4890,0,51,0,0,0
4891,3,9,0,0,0
4892,0,0,0,0,2
4893,0,0,28,0,0
4894,0,0,0,1,33
4895,0,0,8,0,2
4896,0,8,0,1,0
4897,7,1,0,0,44
4898,0,22,0,0,0
4899,0,18,0,2,1
4900,2,0,0,7,0
4901,0,0,0,23,0
4902,0,0,0,0,3
4903,0,4,2,5,0
4904,0,44,1,0,0
4905,48,2,5,0,0
4906,109,1,1,4,17
4907,0,2,0,1,0
4908,0,0,0,0,0
4909,0,7,0,1,0
4910,0,0,0,0,0
4911,0,1,0,0,2
4912,0,4,6,0,1
4913,19,0,20,11,8
4914,9,0,0,6,0
4915,0,0,0,2,0
4916,7,0,21,0,38
4917,0,9,0,8,0
4918,17,21,0,3,1
4919,0,17,0,0,0
4920,38,2,0,0,2
4921,0,2,51,58,15
4922,0,1,0,0,3
4923,98,72,9,22,7
4924,3,4,11,0,2
4925,5,13,0,0,15
4926,18,82,7,0,0
4927,0,0,0,1,1
4928,3,41,1,0,0
4929,0,0,0,97,0
4930,0,0,5,0,0
4931,0,0,9,1,4
4932,0,2,0,0,4
4933,2,0,0,10,0
4934,11,64,0,0,0
4935,4,17,0,0,0
4936,13,0,0,0,0
4937,18,0,0,0,1
4938,24,0,49,0,4
4939,0,5,0,0,2
4940,5,0,1,12,45
4941,0,0,0,0,0
4942,0,0,0,0,7
4943,0,0,9,0,4
4944,22,0,0,0,0
4945,3,0,8,0,22
4946,0,1,35,8,0
4947,0,0,0,0,15
4948,13,0,2,0,5
4949,1,29,0,0,0
4950,0,0,0,27,0
4951,0,0,1,0,4
4952,3,3,0,0,0
4953,0,0,0,3,0
4954,0,0,1,0,19
4955,0,4,22,1,23
4956,6,32,7,1,2
4957,0,4,13,3,0
4958,2,10,0,0,0
4959,0,0,0,0,0
4960,0,0,1,25,0
4961,3,3,0,3,0
4962,3,1,1,0,0
4963,0,4,0,1,0
4964,1,0,5,18,0
4965,0,7,12,0,0
4966,0,0,0,0,0
4967,1,13,3,4,0
4968,0,0,47,0,6
4969,13,25,1,108,0
4970,0,0,1,1,3
4971,6,0,4,0,1
4972,0,0,0,0,0
4973,29,1,0,6,5
4974,1,0,8,0,8
4975,13,83,0,55,24
4976,0,0,0,0,18
4977,0,0,3,1,12
4978,40,0,0,0,0
4979,0,7,0,5,0
4980,3,9,0,3,0
4981,2,0,12,2,0
4982,0,0,18,0,0
4983,0,0,4,0,2
4984,0,8,11,12,2
4985,22,0,5,19,0
4986,20,3,0,13,2
4987,0,0,1,0,0
4988,0,1,8,1,1
4989,1,0,0,0,0
4990,0,0,1,0,0
4991,2,9,0,11,18
4992,6,1,0,2,0
4993,5,13,0,4,0
4994,0,0,0,10,25
4995,0,0,0,2,6
4996,0,0,0,15,26
4997,0,0,0,0,0
4998,56,4,4,76,40
4999,17,2,6,0,0
5000,9,89,3,0,222
